0.1004880000E+13 0.1785340000E+31
0.1172690000E+13 0.1948500000E+31
0.1340550000E+13 0.2110530000E+31
0.1508390000E+13 0.2274890000E+31
0.1676300000E+13 0.2442980000E+31
0.2515960000E+13 0.3349890000E+31
0.3356010000E+13 0.4365870000E+31
0.5036900000E+13 0.6675760000E+31
0.8401420000E+13 0.1212750000E+32
0.1345280000E+14 0.2168160000E+32
0.1682300000E+14 0.2866030000E+32
0.2525470000E+14 0.4745700000E+32
0.3369320000E+14 0.6752900000E+32
0.5058860000E+14 0.1103390000E+33
0.6749990000E+14 0.1570080000E+33
0.8442540000E+14 0.2095000000E+33
0.1013610000E+15 0.2708510000E+33
0.1267920000E+15 0.3877250000E+33
0.1352770000E+15 0.4355180000E+33
0.1437650000E+15 0.4888240000E+33
0.1488580000E+15 0.5237590000E+33
0.1522550000E+15 0.5483710000E+33
0.1556510000E+15 0.5740640000E+33
0.1590500000E+15 0.6008090000E+33
0.1607510000E+15 0.6145290000E+33
0.1624470000E+15 0.6284080000E+33
0.1632990000E+15 0.6353700000E+33
0.1658530000E+15 0.6404520000E+33
0.1675540000E+15 0.6591960000E+33
0.1692540000E+15 0.6784320000E+33
0.1900130000E+15 0.9550820000E+33
0.2033050000E+15 0.1175560000E+34
0.2133530000E+15 0.1366180000E+34
0.2396080000E+15 0.1966130000E+34
0.2546000000E+15 0.2376870000E+34
0.2691740000E+15 0.2824520000E+34
0.3024800000E+15 0.4028320000E+34
0.3400430000E+15 0.5691210000E+34
0.3824400000E+15 0.7970210000E+34
0.4303910000E+15 0.1110240000E+35
0.4846880000E+15 0.1544840000E+35
0.5171300000E+15 0.1849610000E+35
0.5463080000E+15 0.2154870000E+35
0.6965010000E+15 0.4225910000E+35
0.7882660000E+15 0.5908000000E+35
0.8939350000E+15 0.8216760000E+35
0.1016130000E+16 0.1134490000E+36
0.1093420000E+16 0.1355690000E+36
0.1158170000E+16 0.1553960000E+36
0.1324110000E+16 0.2112230000E+36
0.1519030000E+16 0.2854310000E+36
0.1749400000E+16 0.3848490000E+36
0.2023620000E+16 0.5196620000E+36
0.2352510000E+16 0.7006650000E+36
0.2750180000E+16 0.9406990000E+36
0.3233140000E+16 0.1256520000E+37
0.3825090000E+16 0.1671090000E+37
0.4552660000E+16 0.2210760000E+37
0.5451650000E+16 0.2909780000E+37
0.6570750000E+16 0.3813740000E+37
0.7964960000E+16 0.4973940000E+37
0.9706100000E+16 0.6456250000E+37
0.1188560000E+17 0.8343540000E+37
0.1462400000E+17 0.1074360000E+38
0.1806060000E+17 0.1378070000E+38
0.2238120000E+17 0.1761780000E+38
0.2781520000E+17 0.2245330000E+38
0.3464440000E+17 0.2852470000E+38
0.4323770000E+17 0.3613100000E+38
0.5401980000E+17 0.4560270000E+38
0.6755120000E+17 0.5735620000E+38
0.8450900000E+17 0.7187050000E+38
0.1057380000E+18 0.8973680000E+38
