7.4456E+15 8.3308E+36
7.3575E+15 8.1979E+36
7.2703E+15 8.0663E+36
7.1839E+15 7.9360E+36
7.0982E+15 7.8070E+36
7.0133E+15 7.6792E+36
6.9291E+15 7.5527E+36
6.8458E+15 7.4275E+36
6.7632E+15 7.3036E+36
6.6813E+15 7.1809E+36
6.6002E+15 7.0595E+36
6.5199E+15 6.9394E+36
6.4403E+15 6.8206E+36
6.3614E+15 6.7031E+36
6.2833E+15 6.5868E+36
6.2059E+15 6.4718E+36
6.1293E+15 6.3580E+36
6.0534E+15 6.2455E+36
5.9782E+15 6.1343E+36
5.9037E+15 6.0243E+36
5.8299E+15 5.9156E+36
5.7569E+15 5.8081E+36
5.6845E+15 5.7019E+36
5.6129E+15 5.5969E+36
5.5420E+15 5.4932E+36
5.4717E+15 5.3907E+36
5.4022E+15 5.2894E+36
5.3333E+15 5.1893E+36
5.2651E+15 5.0905E+36
5.1976E+15 4.9928E+36
5.1308E+15 4.8964E+36
5.0646E+15 4.8012E+36
4.9991E+15 4.7072E+36
4.9343E+15 4.6143E+36
4.8701E+15 4.5227E+36
4.8066E+15 4.4322E+36
4.7437E+15 4.3429E+36
4.6815E+15 4.2548E+36
4.6199E+15 4.1678E+36
4.5590E+15 4.0820E+36
4.4987E+15 3.9974E+36
4.4390E+15 3.9139E+36
4.3799E+15 3.8315E+36
4.3215E+15 3.7502E+36
4.2636E+15 3.6701E+36
4.2064E+15 3.5911E+36
4.1498E+15 3.5132E+36
4.0938E+15 3.4365E+36
4.0383E+15 3.3608E+36
3.9835E+15 3.2862E+36
3.9293E+15 3.2127E+36
3.8756E+15 3.1403E+36
3.8226E+15 3.0689E+36
3.7701E+15 2.9986E+36
3.7181E+15 2.9294E+36
3.6668E+15 2.8612E+36
3.6160E+15 2.7941E+36
3.5657E+15 2.7280E+36
3.5160E+15 2.6629E+36
3.4669E+15 2.5988E+36
3.4183E+15 2.5358E+36
3.3702E+15 2.4738E+36
3.3227E+15 2.4128E+36
3.2757E+15 2.3527E+36
3.2292E+15 2.2937E+36
3.1832E+15 2.2356E+36
3.1378E+15 2.1785E+36
3.0929E+15 2.1224E+36
3.0485E+15 2.0672E+36
3.0045E+15 2.0130E+36
2.9611E+15 1.9597E+36
2.9182E+15 1.9073E+36
2.8758E+15 1.8559E+36
2.8338E+15 1.8054E+36
2.7923E+15 1.7558E+36
2.7513E+15 1.7071E+36
2.7108E+15 1.6593E+36
2.6708E+15 1.6124E+36
2.6312E+15 1.5664E+36
2.5920E+15 1.5212E+36
2.5533E+15 1.4770E+36
2.5151E+15 1.4335E+36
2.4773E+15 1.3910E+36
2.4399E+15 1.3492E+36
2.4030E+15 1.3083E+36
2.3665E+15 1.2683E+36
2.3304E+15 1.2290E+36
2.2947E+15 1.1906E+36
2.2595E+15 1.1529E+36
2.2247E+15 1.1161E+36
2.1902E+15 1.0801E+36
2.1562E+15 1.0448E+36
2.1226E+15 1.0103E+36
2.0893E+15 9.7657E+35
2.0565E+15 9.4359E+35
2.0240E+15 9.1137E+35
1.9919E+15 8.7988E+35
1.9602E+15 8.4913E+35
1.9288E+15 8.1910E+35
1.8978E+15 7.8979E+35
1.8672E+15 7.6118E+35
1.8369E+15 7.3328E+35
1.8069E+15 7.0607E+35
1.7773E+15 6.7954E+35
1.7481E+15 6.5369E+35
1.7192E+15 6.2851E+35
1.6906E+15 6.0398E+35
1.6623E+15 5.8010E+35
1.6343E+15 5.5687E+35
1.6067E+15 5.3427E+35
1.5794E+15 5.1230E+35
1.5523E+15 4.9095E+35
1.5256E+15 4.7020E+35
1.4992E+15 4.5006E+35
1.4730E+15 4.3050E+35
1.4472E+15 4.1153E+35
1.4216E+15 3.9314E+35
1.3963E+15 3.7531E+35
1.3713E+15 3.5804E+35
1.3465E+15 3.4132E+35
1.3220E+15 3.2514E+35
1.2978E+15 3.0949E+35
1.2738E+15 2.9436E+35
1.2500E+15 2.7975E+35
1.2265E+15 2.6564E+35
1.2033E+15 2.5203E+35
1.1802E+15 2.3890E+35
1.1574E+15 2.2626E+35
1.1348E+15 2.1408E+35
1.1124E+15 2.0237E+35
1.0903E+15 1.9110E+35
1.0683E+15 1.8028E+35
1.0466E+15 1.6990E+35
1.0250E+15 1.5994E+35
1.0037E+15 1.5039E+35
9.8251E+14 1.4125E+35
9.6153E+14 1.3251E+35
9.4072E+14 1.2415E+35
9.2009E+14 1.1617E+35
8.9963E+14 1.0857E+35
8.7933E+14 1.0132E+35
8.5919E+14 9.4427E+34
8.3921E+14 8.7875E+34
8.1938E+14 8.1655E+34
7.9970E+14 7.5760E+34
7.8015E+14 7.0179E+34
7.6074E+14 6.4904E+34
7.4147E+14 5.9925E+34
7.2232E+14 5.5234E+34
7.0329E+14 5.0820E+34
6.8439E+14 4.6675E+34
6.6559E+14 4.2790E+34
6.4691E+14 3.9154E+34
6.2833E+14 3.5759E+34
6.0985E+14 3.2595E+34
5.9147E+14 2.9651E+34
5.7318E+14 2.6918E+34
5.5497E+14 2.4386E+34
5.3676E+14 2.4120E+34
5.1863E+14 2.1701E+34
5.0059E+14 1.9471E+34
4.8263E+14 1.7421E+34
4.6475E+14 1.5541E+34
4.4695E+14 1.3820E+34
4.2921E+14 1.2248E+34
4.1154E+14 1.0816E+34
3.9394E+14 9.5129E+33
3.7639E+14 8.3305E+33
3.5890E+14 7.2601E+33
3.0658E+14 6.6460E+33
2.8921E+14 5.6119E+33
2.7189E+14 4.6920E+33
2.5463E+14 3.8812E+33
2.3743E+14 3.1740E+33
2.2027E+14 2.5632E+33
2.0314E+14 2.0350E+33
1.8604E+14 1.5890E+33
1.6899E+14 1.2230E+33
1.5197E+14 9.2819E+32
