0.4518590000E+02 0.1701030000E+15
0.2123260000E+03 0.5817150000E+16
0.1150810000E+04 0.1899810000E+18
0.1044730000E+05 0.9743400000E+19
0.2624240000E+05 0.4974060000E+20
0.6591780000E+05 0.2430580000E+21
0.1655780000E+06 0.1150030000E+22
0.4162010000E+06 0.5268790000E+22
0.1045450000E+07 0.2315850000E+23
0.2626050000E+07 0.9765860000E+23
0.6597860000E+07 0.3911210000E+24
0.8306210000E+07 0.5259090000E+24
0.1657310000E+08 0.1435190000E+25
0.3306760000E+08 0.3833630000E+25
0.6599380000E+08 0.1006030000E+26
0.1317050000E+09 0.2604420000E+26
0.2627860000E+09 0.6677450000E+26
0.3309050000E+09 0.8737970000E+26
0.5244480000E+09 0.1629340000E+27
0.8313860000E+09 0.3029080000E+27
0.1046650000E+10 0.4129630000E+27
0.1317960000E+10 0.5036290000E+27
0.1661170000E+10 0.7546410000E+27
0.2159800000E+10 0.1062230000E+28
0.2658540000E+10 0.1391750000E+28
0.3323630000E+10 0.1859950000E+28
0.4155110000E+10 0.2484450000E+28
0.4986700000E+10 0.3146300000E+28
0.6650170000E+10 0.4563530000E+28
0.8314250000E+10 0.6085140000E+28
0.9978440000E+10 0.7694150000E+28
0.1164320000E+11 0.9378650000E+28
0.1330800000E+11 0.1112990000E+29
0.1397410000E+11 0.1184760000E+29
0.1663840000E+11 0.1480680000E+29
0.1996980000E+11 0.1868360000E+29
0.2496800000E+11 0.2481540000E+29
0.3330070000E+11 0.3572490000E+29
0.4163730000E+11 0.4733260000E+29
0.4997620000E+11 0.5951420000E+29
0.6665960000E+11 0.8526690000E+29
0.8335140000E+11 0.1125150000E+30
0.1000490000E+12 0.1409710000E+30
0.1334580000E+12 0.2007520000E+30
0.1668830000E+12 0.2635550000E+30
0.2505030000E+12 0.4300420000E+30
0.3341900000E+12 0.6060670000E+30
0.3743720000E+12 0.6930440000E+30
0.4179200000E+12 0.7887340000E+30
0.4681800000E+12 0.9007840000E+30
0.5016870000E+12 0.9763390000E+30
0.5854950000E+12 0.1167320000E+31
0.6693340000E+12 0.1353320000E+31
0.7532050000E+12 0.1501070000E+31
0.8370720000E+12 0.1609090000E+31
0.9209640000E+12 0.1700480000E+31
